 8.36  0  0  5.119023620435936e-16  8.36  0  5.119023620435936e-16  0.0  8.36 
5
0 24  3.1350000000000007  7.3149999999999995  7.3149999999999995 
0 25  3.135  1.045  1.045 
0 26  1.0450000000000006  7.3149999999999995  5.225 
0 27  1.0450000000000002  1.045  3.135 
0 28  3.1350000000000002  3.135  7.3149999999999995 
0 29  3.1350000000000002  1.045  5.225 
0 30  1.0450000000000004  3.135  5.225 
0 31  1.0450000000000004  1.045  7.3149999999999995 
0 32  3.135  3.135  3.135 
0 33  3.1350000000000007  5.225  5.225 
0 34  1.0450000000000002  3.135  1.045 
0 35  1.0450000000000006  5.225  7.3149999999999995 
0 36  3.1350000000000002  7.3149999999999995  3.135 
0 37  3.1350000000000002  5.225  1.045 
0 38  1.0450000000000004  7.3149999999999995  1.045 
0 39  1.0450000000000004  5.225  3.135 
0 40  7.315  7.3149999999999995  3.135 
0 41  7.3149999999999995  1.045  5.225 
0 42  5.2250000000000005  7.3149999999999995  1.045 
0 43  5.2250000000000005  1.045  7.3149999999999995 
0 44  7.3149999999999995  3.135  3.135 
0 45  7.3149999999999995  1.045  1.045 
0 46  5.225  3.135  1.045 
0 47  5.225  1.045  3.135 
0 48  7.315  3.135  7.3149999999999995 
0 49  7.3149999999999995  5.225  1.045 
0 50  5.225  3.135  5.225 
0 51  5.225  5.225  3.135 
0 52  7.315000000000001  7.3149999999999995  7.3149999999999995 
0 53  7.3149999999999995  5.225  5.225 
0 54  5.2250000000000005  7.3149999999999995  5.225 
0 55  5.2250000000000005  5.225  7.3149999999999995 
1 24  1.045  1.045  1.045 
1 25  1.044999999999999  -5.225  -5.225 
1 26  -1.0450000000000002  1.045  -1.045 
1 27  -1.0450000000000006  -5.225  -3.135 
1 28  1.0449999999999995  -3.135  1.045 
1 29  1.0449999999999995  -5.225  -1.045 
1 30  -1.0450000000000004  -3.135  -1.045 
1 31  -1.0450000000000004  -5.225  1.045 
1 32  1.044999999999999  -3.135  -3.135 
1 33  1.045  -1.045  -1.045 
1 34  -1.0450000000000006  -3.135  -5.225 
1 35  -1.0450000000000002  -1.045  1.045 
1 36  1.0449999999999995  1.045  -3.135 
1 37  1.0449999999999995  -1.045  -5.225 
1 38  -1.0450000000000004  1.045  -5.225 
1 39  -1.0450000000000004  -1.045  -3.135 
1 40  5.225  1.045  -3.135 
1 41  5.224999999999999  -5.225  -1.045 
1 42  3.135  1.045  -5.225 
1 43  3.135  -5.225  1.045 
1 44  5.224999999999999  -3.135  -3.135 
1 45  5.224999999999999  -5.225  -5.225 
1 46  3.134999999999999  -3.135  -5.225 
1 47  3.134999999999999  -5.225  -3.135 
1 48  5.225  -3.135  1.045 
1 49  5.224999999999999  -1.045  -5.225 
1 50  3.134999999999999  -3.135  -1.045 
1 51  3.134999999999999  -1.045  -3.135 
1 52  5.2250000000000005  1.045  1.045 
1 53  5.224999999999999  -1.045  -1.045 
1 54  3.135  1.045  -1.045 
1 55  3.135  -1.045  1.045 
2 24  3.1350000000000002  3.135  3.135 
2 25  3.1349999999999993  -3.135  -3.135 
2 26  1.0450000000000002  3.135  1.045 
2 27  1.0449999999999997  -3.135  -1.045 
2 28  3.135  -1.045  3.135 
2 29  3.135  -3.135  1.045 
2 30  1.045  -1.045  1.045 
2 31  1.045  -3.135  3.135 
2 32  3.1349999999999993  -1.045  -1.045 
2 33  3.1350000000000002  1.045  1.045 
2 34  1.0449999999999997  -1.045  -3.135 
2 35  1.0450000000000002  1.045  3.135 
2 36  3.135  3.135  -1.045 
2 37  3.135  1.045  -3.135 
2 38  1.045  3.135  -3.135 
2 39  1.045  1.045  -1.045 
2 40  7.3149999999999995  3.135  -1.045 
2 41  7.314999999999999  -3.135  1.045 
2 42  5.225  3.135  -3.135 
2 43  5.225  -3.135  3.135 
2 44  7.314999999999999  -1.045  -1.045 
2 45  7.314999999999999  -3.135  -3.135 
2 46  5.224999999999999  -1.045  -3.135 
2 47  5.224999999999999  -3.135  -1.045 
2 48  7.3149999999999995  -1.045  3.135 
2 49  7.314999999999999  1.045  -3.135 
2 50  5.224999999999999  -1.045  1.045 
2 51  5.224999999999999  1.045  -1.045 
2 52  7.315  3.135  3.135 
2 53  7.314999999999999  1.045  1.045 
2 54  5.225  3.135  1.045 
2 55  5.225  1.045  3.135 
3 24  1.0450000000000008  5.225  5.225 
3 25  1.045  -1.045  -1.045 
3 26  -1.0449999999999993  5.225  3.135 
3 27  -1.0449999999999997  -1.045  1.045 
3 28  1.0450000000000004  1.045  5.225 
3 29  1.0450000000000004  -1.045  3.135 
3 30  -1.0449999999999995  1.045  3.135 
3 31  -1.0449999999999995  -1.045  5.225 
3 32  1.045  1.045  1.045 
3 33  1.0450000000000008  3.135  3.135 
3 34  -1.0449999999999997  1.045  -1.045 
3 35  -1.0449999999999993  3.135  5.225 
3 36  1.0450000000000004  5.225  1.045 
3 37  1.0450000000000004  3.135  -1.045 
3 38  -1.0449999999999995  5.225  -1.045 
3 39  -1.0449999999999995  3.135  1.045 
3 40  5.2250000000000005  5.225  1.045 
3 41  5.225  -1.045  3.135 
3 42  3.1350000000000007  5.225  -1.045 
3 43  3.1350000000000007  -1.045  5.225 
3 44  5.225  1.045  1.045 
3 45  5.225  -1.045  -1.045 
3 46  3.135  1.045  -1.045 
3 47  3.135  -1.045  1.045 
3 48  5.2250000000000005  1.045  5.225 
3 49  5.225  3.135  -1.045 
3 50  3.135  1.045  3.135 
3 51  3.135  3.135  1.045 
3 52  5.225000000000001  5.225  5.225 
3 53  5.225  3.135  3.135 
3 54  3.1350000000000007  5.225  3.135 
3 55  3.1350000000000007  3.135  5.225 
4 24  -1.044999999999999  7.3149999999999995  3.135 
4 25  -1.045  1.045  -3.135 
4 26  -3.134999999999999  7.3149999999999995  1.045 
4 27  -3.135  1.045  -1.045 
4 28  -1.0449999999999995  3.135  3.135 
4 29  -1.0449999999999995  1.045  1.045 
4 30  -3.1349999999999993  3.135  1.045 
4 31  -3.1349999999999993  1.045  3.135 
4 32  -1.045  3.135  -1.045 
4 33  -1.044999999999999  5.225  1.045 
4 34  -3.135  3.135  -3.135 
4 35  -3.134999999999999  5.225  3.135 
4 36  -1.0449999999999995  7.3149999999999995  -1.045 
4 37  -1.0449999999999995  5.225  -3.135 
4 38  -3.1349999999999993  7.3149999999999995  -3.135 
4 39  -3.1349999999999993  5.225  -1.045 
4 40  3.1350000000000007  7.3149999999999995  -1.045 
4 41  3.135  1.045  1.045 
4 42  1.0450000000000008  7.3149999999999995  -3.135 
4 43  1.0450000000000008  1.045  3.135 
4 44  3.135  3.135  -1.045 
4 45  3.135  1.045  -3.135 
4 46  1.045  3.135  -3.135 
4 47  1.045  1.045  -1.045 
4 48  3.1350000000000007  3.135  3.135 
4 49  3.135  5.225  -3.135 
4 50  1.045  3.135  1.045 
4 51  1.045  5.225  -1.045 
4 52  3.1350000000000016  7.3149999999999995  3.135 
4 53  3.135  5.225  1.045 
4 54  1.0450000000000008  7.3149999999999995  1.045 
4 55  1.0450000000000008  5.225  3.135 
5 24  -3.134999999999999  1.045  5.225 
5 25  -3.135  -5.225  -1.045 
5 26  -5.224999999999999  1.045  3.135 
5 27  -5.225  -5.225  1.045 
5 28  -3.1349999999999993  -3.135  5.225 
5 29  -3.1349999999999993  -5.225  3.135 
5 30  -5.225  -3.135  3.135 
5 31  -5.225  -5.225  5.225 
5 32  -3.135  -3.135  1.045 
5 33  -3.134999999999999  -1.045  3.135 
5 34  -5.225  -3.135  -1.045 
5 35  -5.224999999999999  -1.045  5.225 
5 36  -3.1349999999999993  1.045  1.045 
5 37  -3.1349999999999993  -1.045  -1.045 
5 38  -5.225  1.045  -1.045 
5 39  -5.225  -1.045  1.045 
5 40  1.0450000000000008  1.045  1.045 
5 41  1.045  -5.225  3.135 
5 42  -1.044999999999999  1.045  -1.045 
5 43  -1.044999999999999  -5.225  5.225 
5 44  1.045  -3.135  1.045 
5 45  1.045  -5.225  -1.045 
