cif name= ./9015150.cif
./9015150.cif
Full Formula (Ca22.896 V15.216 Si24 O96)
Reduced Formula: Ca22.896V15.216Si24O96
abc   :  12.089000  12.089000  12.089000
angles:  90.000000  90.000000  90.000000
Sites (160)
  #  SP             a       b       c
---  --------  ------  ------  ------
  0  Ca:0.954  0.125   0       0.25
  1  Ca:0.954  0.25    0.375   0.5
  2  Ca:0.954  0.5     0.25    0.875
  3  Ca:0.954  0.125   0.5     0.75
  4  Ca:0.954  0.25    0.125   0
  5  Ca:0.954  0       0.25    0.625
  6  Ca:0.954  0.375   0       0.75
  7  Ca:0.954  0.375   0.5     0.25
  8  Ca:0.954  0.25    0.625   0
  9  Ca:0.954  0.25    0.875   0.5
 10  Ca:0.954  0.5     0.75    0.625
 11  Ca:0.954  0       0.75    0.875
 12  Ca:0.954  0.625   0.5     0.75
 13  Ca:0.954  0.75    0.875   0
 14  Ca:0.954  0       0.75    0.375
 15  Ca:0.954  0.625   0       0.25
 16  Ca:0.954  0.75    0.625   0.5
 17  Ca:0.954  0.5     0.75    0.125
 18  Ca:0.954  0.875   0.5     0.25
 19  Ca:0.954  0.875   0       0.75
 20  Ca:0.954  0.75    0.125   0.5
 21  Ca:0.954  0.75    0.375   0
 22  Ca:0.954  0       0.25    0.125
 23  Ca:0.954  0.5     0.25    0.375
 24  V:0.951   0       0       0
 25  V:0.951   0.5     0       0
 26  V:0.951   0.75    0.25    0.75
 27  V:0.951   0.25    0.25    0.25
 28  V:0.951   0       0.5     0
 29  V:0.951   0       0       0.5
 30  V:0.951   0.25    0.25    0.75
 31  V:0.951   0.25    0.75    0.75
 32  V:0.951   0.5     0.5     0.5
 33  V:0.951   0       0.5     0.5
 34  V:0.951   0.25    0.75    0.25
 35  V:0.951   0.75    0.75    0.75
 36  V:0.951   0.5     0       0.5
 37  V:0.951   0.5     0.5     0
 38  V:0.951   0.75    0.75    0.25
 39  V:0.951   0.75    0.25    0.25
 40  Si        0.875   0.5     0.75
 41  Si        0.25    0.125   0.5
 42  Si        0.5     0.25    0.625
 43  Si        0.375   0.5     0.75
