cif name= ./1530426.cif
./1530426.cif
Full Formula (Sc16 Cd24 Ge24 O96)
Reduced Formula: Sc2Cd3(GeO4)3
abc   :  12.458000  12.458000  12.458000
angles:  90.000000  90.000000  90.000000
Sites (160)
  #  SP          a        b        c
---  ----  -------  -------  -------
  0  Sc    0        0        0
  1  Sc    0.75     0.25     0.75
  2  Sc    0        0.5      0
  3  Sc    0.25     0.25     0.75
  4  Sc    0        0        0.5
  5  Sc    0.25     0.75     0.75
  6  Sc    0.5      0        0
  7  Sc    0.25     0.25     0.25
  8  Sc    0.5      0.5      0.5
  9  Sc    0.25     0.75     0.25
 10  Sc    0.5      0        0.5
 11  Sc    0.75     0.75     0.25
 12  Sc    0.5      0.5      0
 13  Sc    0.75     0.25     0.25
 14  Sc    0        0.5      0.5
 15  Sc    0.75     0.75     0.75
 16  Cd    0.125    0        0.25
 17  Cd    0.25     0.875    0.5
 18  Cd    0.375    0        0.75
 19  Cd    0.25     0.125    0
 20  Cd    0.5      0.75     0.625
 21  Cd    0.5      0.25     0.875
 22  Cd    0.375    0.5      0.25
 23  Cd    0.25     0.625    0
 24  Cd    0.125    0.5      0.75
 25  Cd    0.25     0.375    0.5
 26  Cd    0        0.75     0.875
 27  Cd    0        0.25     0.625
 28  Cd    0.625    0.5      0.75
 29  Cd    0.75     0.375    0
 30  Cd    0.875    0.5      0.25
 31  Cd    0.75     0.625    0.5
 32  Cd    0        0.25     0.125
 33  Cd    0        0.75     0.375
 34  Cd    0.875    0        0.75
 35  Cd    0.75     0.125    0.5
 36  Cd    0.625    0        0.25
 37  Cd    0.75     0.875    0
 38  Cd    0.5      0.25     0.375
 39  Cd    0.5      0.75     0.125
 40  Ge    0.875    0.5      0.75
 41  Ge    0.25     0.125    0.5
 42  Ge    0.125    0        0.75
 43  Ge    0.75     0.375    0.5
 44  Ge    0.25     0.375    0
 45  Ge    0.375    0.5      0.75
 46  Ge    0.75     0.125    0
 47  Ge    0.625    0        0.75
 48  Ge    0        0.25     0.375
 49  Ge    0.5      0.25     0.625
 50  Ge    0        0.25     0.875
