cif name= ./2234838.cif
./2234838.cif
Full Formula (Mn24 Cr16 Ge24 O96)
Reduced Formula: Mn3Cr2(GeO4)3
abc   :  12.000100  12.000100  12.000100
angles:  90.000000  90.000000  90.000000
Sites (160)
  #  SP          a        b        c
---  ----  -------  -------  -------
  0  Mn    0.125    0        0.25
  1  Mn    0.375    0        0.75
  2  Mn    0.25     0.875    0.5
  3  Mn    0.25     0.125    0
  4  Mn    0.5      0.75     0.625
  5  Mn    0.5      0.25     0.875
  6  Mn    0.375    0.5      0.25
  7  Mn    0.125    0.5      0.75
  8  Mn    0.25     0.625    0
  9  Mn    0.25     0.375    0.5
 10  Mn    0        0.75     0.875
 11  Mn    0        0.25     0.625
 12  Mn    0.625    0.5      0.75
 13  Mn    0.875    0.5      0.25
 14  Mn    0.75     0.375    0
 15  Mn    0.75     0.625    0.5
 16  Mn    0        0.25     0.125
 17  Mn    0        0.75     0.375
 18  Mn    0.875    0        0.75
 19  Mn    0.625    0        0.25
 20  Mn    0.75     0.125    0.5
 21  Mn    0.75     0.875    0
 22  Mn    0.5      0.25     0.375
 23  Mn    0.5      0.75     0.125
 24  Cr    0        0        0
 25  Cr    0        0        0.5
 26  Cr    0        0.5      0
 27  Cr    0.5      0        0
 28  Cr    0.75     0.25     0.75
 29  Cr    0.25     0.75     0.75
 30  Cr    0.25     0.25     0.75
 31  Cr    0.25     0.25     0.25
 32  Cr    0.5      0.5      0.5
 33  Cr    0.5      0.5      0
 34  Cr    0.5      0        0.5
 35  Cr    0        0.5      0.5
 36  Cr    0.25     0.75     0.25
 37  Cr    0.75     0.25     0.25
 38  Cr    0.75     0.75     0.25
 39  Cr    0.75     0.75     0.75
 40  Ge    0.875    0.5      0.75
 41  Ge    0.125    0        0.75
 42  Ge    0.25     0.125    0.5
 43  Ge    0.75     0.375    0.5
 44  Ge    0        0.25     0.375
 45  Ge    0.5      0.25     0.625
 46  Ge    0.5      0.25     0.125
 47  Ge    0        0.25     0.875
 48  Ge    0.25     0.375    0
 49  Ge    0.75     0.125    0
 50  Ge    0.375    0.5      0.75
