cif name= ./1539601.cif
./1539601.cif
Full Formula (Mg24 Fe16 Si24 O96)
Reduced Formula: Mg3Fe2(SiO4)3
abc   :  11.476000  11.476000  11.476000
angles:  90.000000  90.000000  90.000000
Sites (160)
  #  SP          a        b        c
---  ----  -------  -------  -------
  0  Mg    0.5      0.75     0.625
  1  Mg    0.5      0.25     0.875
  2  Mg    0.125    0        0.25
  3  Mg    0.25     0.875    0.5
  4  Mg    0.375    0        0.75
  5  Mg    0.25     0.125    0
  6  Mg    0        0.75     0.875
  7  Mg    0        0.25     0.625
  8  Mg    0.375    0.5      0.25
  9  Mg    0.25     0.625    0
 10  Mg    0.125    0.5      0.75
 11  Mg    0.25     0.375    0.5
 12  Mg    0        0.25     0.125
 13  Mg    0        0.75     0.375
 14  Mg    0.625    0.5      0.75
 15  Mg    0.75     0.375    0
 16  Mg    0.875    0.5      0.25
 17  Mg    0.75     0.625    0.5
 18  Mg    0.5      0.25     0.375
 19  Mg    0.5      0.75     0.125
 20  Mg    0.875    0        0.75
 21  Mg    0.75     0.125    0.5
 22  Mg    0.625    0        0.25
 23  Mg    0.75     0.875    0
 24  Fe    0        0        0
 25  Fe    0.75     0.25     0.75
 26  Fe    0        0.5      0
 27  Fe    0.25     0.25     0.75
 28  Fe    0        0        0.5
 29  Fe    0.25     0.75     0.75
 30  Fe    0.5      0        0
 31  Fe    0.25     0.25     0.25
 32  Fe    0.5      0.5      0.5
 33  Fe    0.25     0.75     0.25
 34  Fe    0.5      0        0.5
 35  Fe    0.75     0.75     0.25
 36  Fe    0.5      0.5      0
 37  Fe    0.75     0.25     0.25
 38  Fe    0        0.5      0.5
 39  Fe    0.75     0.75     0.75
 40  Si    0.875    0.5      0.75
 41  Si    0.25     0.125    0.5
 42  Si    0.125    0        0.75
 43  Si    0.75     0.375    0.5
 44  Si    0.25     0.375    0
 45  Si    0.375    0.5      0.75
 46  Si    0.75     0.125    0
 47  Si    0.625    0        0.75
 48  Si    0        0.25     0.375
 49  Si    0.5      0.25     0.625
 50  Si    0        0.25     0.875
 51  Si    0.5      0.25     0.125
